label,text
departure_time,i would like to fly from boston to baltimore please tell me what are the times of the flights
flight_id,do you have a flight from salt lake city to st. petersburg on june second
flight_id,show me a list of flights from boston to atlanta leaving after noon and arriving before 7pm
transport_type,please list the rental car information in pittsburgh
flight_id,what flights leave seattle on sunday on continental
fare_id,show me economy fares from dallas to baltimore
count,how many first class flights does united have leaving from all cities today
flight_id,list daily flights from oakland to boston using continental airlines
flight_id,i want a flight departing from newark to los angeles that leaves in the morning
flight_id,show me all the flights from charlotte to cleveland
flight_id,please list the flights from pittsburgh to baltimore arriving may seventh
flight_id,what flights stop in atlanta before noon
flight_id,what are the flight numbers of the flights which go from san francisco to washington via indianapolis
flight_id,give me the earliest flight on american airlines tomorrow from st. petersburg to milwaukee
flight_id,please show me all one way first class flights from indianapolis to memphis
flight_id,i need to book a flight from newark to tampa on april fourth
flight_id,i'd like to see all the flights with their fares from denver to atlanta
transport_type,what ground transportation is available in newark
fare_id,i want a round trip fare from new york to san jose
aircraft_code,what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco with a dallas stopover
flight_id,i need a flight from indianapolis to toronto reaching toronto on thursday morning
flight_id,show me flights from san francisco to boston on thursday
transport_type,ground transport phoenix
flight_id,now list for me only the united flights that flight from oakland to boston
booking_class,show me the flight classes for delta airlines
airline_code,show me the airlines that fly from denver to san francisco
transport_type,is there ground transportation between airport and downtown in boston
flight_id,show me flights from denver to washington dc wednesday
flight_id,show me the flights arriving around noon in baltimore from denver
flight_id,does continental airlines fly from pittsburgh to atlanta
fare_id,how much is a first class ticket from baltimore to san francisco
fare_id,give me the round trip coach fare from dallas to baltimore
fare_id,what's the cheapest round trip fare between boston and washington
departure_time,what are the schedule of flights from boston to san francisco for august first
flight_id,show me the evening flights from philadelphia to baltimore
flight_id,how can i go from minneapolis to long beach late tomorrow
flight_id,do you have any flights from boston to dallas fort worth that stop over in philadelphia
flight_id,thank you i also need to travel next wednesday evening from dallas to san francisco
departure_time,what is the earliest departure time from boston to denver
flight_id,do you have a flight from atlanta to boston that will stop in washington
flight_id,i'd like to fly from cleveland to indianapolis tomorrow morning as early as possible what's available
flight_id,show me all flights and fares from dallas to san francisco
flight_id,on april twenty would like to fly from denver to pittsburgh at about 8 o'clock in the morning
flight_id,i would like to book a flight on continental airlines from chicago to seattle on june first
